Sentence	entity_1	entity_2	json	split
Two biological datasets for Aspergillus fumigatus and Candida albicans were analyzed using FungiFun, providing an overview of the usage and functions of the tool.	Aspergillus fumigatus,28,49,Organism/Species	Candida albicans,54,70,Organism/Species	"[{""token"": ""Aspergillus fumigatus"", ""start_span"": 28, ""end_span"": 49, ""type"": ""Organism/Species""}, {""token"": ""Candida albicans"", ""start_span"": 54, ""end_span"": 70, ""type"": ""Organism/Species""}]"	train
Ustilago maydis, the causative agent of corn smut disease, contains two genes encoding members of the carotenoid cleavage oxygenase family, a group of enzymes that cleave double bonds in different substrates.	Ustilago maydis,0,15,Organism/Species	corn smut,40,49,Organism/Species	"[{""token"": ""Ustilago maydis"", ""start_span"": 0, ""end_span"": 15, ""type"": ""Organism/Species""}, {""token"": ""corn smut"", ""start_span"": 40, ""end_span"": 49, ""type"": ""Organism/Species""}]"	train
Most strains of Neisseria gonorrhoeae carry the 57 - kb gonococcal genetic island ( GGI), as do a few strains of Neisseria meningitidis.	Neisseria gonorrhoeae,16,37,Organism/Species	Neisseria meningitidis,113,135,Organism/Species	"[{""token"": ""Neisseria gonorrhoeae"", ""start_span"": 16, ""end_span"": 37, ""type"": ""Organism/Species""}, {""token"": ""Neisseria meningitidis"", ""start_span"": 113, ""end_span"": 135, ""type"": ""Organism/Species""}]"	train
Using a 12 - year longitudinal data set of a free - living and endangered New Zealand passerine, the hihi ( Notiomystis cincta), we show that a changing adult sex ratio has little or no effect on adult female survival or the number of fledglings produced per female.	hihi,101,105,Organism/Species	Notiomystis cincta,108,126,Organism/Species	"[{""token"": ""hihi"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Organism/Species""}, {""token"": ""Notiomystis cincta"", ""start_span"": 108, ""end_span"": 126, ""type"": ""Organism/Species""}]"	train
The exception is the species Reston Ebola virus, which has not been associated with human disease and is found in the Philippines.	Reston Ebola virus,29,47,Organism/Species	human,84,89,Organism/Species	"[{""token"": ""Reston Ebola virus"", ""start_span"": 29, ""end_span"": 47, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 84, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
Through Blast analyses of an expressed sequenced tag library prepared from male antennae of the noctuid moth Spodoptera littoralis, we identified 12 unigenes encoding proteins related to D. melanogaster and Bombyx mori IRs.	Spodoptera littoralis,109,130,Organism/Species	Bombyx mori,207,218,Organism/Species	"[{""token"": ""Spodoptera littoralis"", ""start_span"": 109, ""end_span"": 130, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 207, ""end_span"": 218, ""type"": ""Organism/Species""}]"	train
In this study we gain insight into the structural and functional characterization of the Aeropyrum pernix oligopeptide - binding protein ( OppA ( Ap)) previously identified from the extracellular medium of an Aeropyrum pernix cell culture at late stationary phase.	Aeropyrum pernix,89,105,Organism/Species	Aeropyrum pernix,209,225,Organism/Species	"[{""token"": ""Aeropyrum pernix"", ""start_span"": 89, ""end_span"": 105, ""type"": ""Organism/Species""}, {""token"": ""Aeropyrum pernix"", ""start_span"": 209, ""end_span"": 225, ""type"": ""Organism/Species""}]"	train
On the longer time scale, we showed that this regulation of ompF by Fis is absent from the more widely studied K - 12 strain and thus is specific to the B strain.	K - 12 strain,111,124,Organism/Species	B strain,153,161,Organism/Species	"[{""token"": ""K - 12 strain"", ""start_span"": 111, ""end_span"": 124, ""type"": ""Organism/Species""}, {""token"": ""B strain"", ""start_span"": 153, ""end_span"": 161, ""type"": ""Organism/Species""}]"	train
Cryptococcus neoformans is a heterothallic basidiomycete that grows vegetatively as yeast and filamentous hyphae are produced in the sexual state.	Cryptococcus neoformans,0,23,Organism/Species	yeast,84,89,Organism/Species	"[{""token"": ""Cryptococcus neoformans"", ""start_span"": 0, ""end_span"": 23, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 84, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
In this study, one suppressor mutant, DJ22, is characterized and T - DNA is found to disrupt the C. neoformans CRK1 gene, a homologue of Saccharomyces cerevisiae IME2 and Ustilago maydis crk1.	Saccharomyces cerevisiae,137,161,Organism/Species	Ustilago maydis,171,186,Organism/Species	"[{""token"": ""Saccharomyces cerevisiae"", ""start_span"": 137, ""end_span"": 161, ""type"": ""Organism/Species""}, {""token"": ""Ustilago maydis"", ""start_span"": 171, ""end_span"": 186, ""type"": ""Organism/Species""}]"	train
In fact, Copromyxa protea is found to be very closely related to Hartmannella cantabrigiensis and to a since lost amoeba isolate, Hartmannella sp. 4 / 3Da / 10.	Copromyxa protea,9,25,Organism/Species	Hartmannella cantabrigiensis,65,93,Organism/Species	"[{""token"": ""Copromyxa protea"", ""start_span"": 9, ""end_span"": 25, ""type"": ""Organism/Species""}, {""token"": ""Hartmannella cantabrigiensis"", ""start_span"": 65, ""end_span"": 93, ""type"": ""Organism/Species""}]"	train
Molecular structure of the prothoracicotropic hormone gene in the northern house mosquito, Culex pipiens, and its expression analysis in association with diapause and blood feeding.	northern house mosquito,66,89,Organism/Species	Culex pipiens,91,104,Organism/Species	"[{""token"": ""northern house mosquito"", ""start_span"": 66, ""end_span"": 89, ""type"": ""Organism/Species""}, {""token"": ""Culex pipiens"", ""start_span"": 91, ""end_span"": 104, ""type"": ""Organism/Species""}]"	train
We cloned the gene that encodes prothoracicotropic hormone ( PTTH) in the northern house mosquito, Culex pipiens, and investigated its expression profile in short - day ( diapause - destined) and long - day ( nondiapause - destined) individuals from the fourth - instar larval stage to 2 months of adulthood, as well as after a blood meal.	northern house mosquito,74,97,Organism/Species	Culex pipiens,99,112,Organism/Species	"[{""token"": ""northern house mosquito"", ""start_span"": 74, ""end_span"": 97, ""type"": ""Organism/Species""}, {""token"": ""Culex pipiens"", ""start_span"": 99, ""end_span"": 112, ""type"": ""Organism/Species""}]"	train
Molecular events of apical bud formation in white spruce, Picea glauca.	white spruce,44,56,Organism/Species	Picea glauca,58,70,Organism/Species	"[{""token"": ""white spruce"", ""start_span"": 44, ""end_span"": 56, ""type"": ""Organism/Species""}, {""token"": ""Picea glauca"", ""start_span"": 58, ""end_span"": 70, ""type"": ""Organism/Species""}]"	train
Many Shiga toxin - producing Escherichia coli ( STEC) strains express a type III secretion system ( TTSS) encoded by the locus of enterocyte effacement ( LEE).	Escherichia coli,29,45,Organism/Species	STEC,48,52,Organism/Species	"[{""token"": ""Escherichia coli"", ""start_span"": 29, ""end_span"": 45, ""type"": ""Organism/Species""}, {""token"": ""STEC"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Organism/Species""}]"	train
Bacillus anthracis shares many regulatory loci with the nonpathogenic Bacillus species Bacillus subtilis.	Bacillus anthracis,0,18,Organism/Species	Bacillus subtilis,87,104,Organism/Species	"[{""token"": ""Bacillus anthracis"", ""start_span"": 0, ""end_span"": 18, ""type"": ""Organism/Species""}, {""token"": ""Bacillus subtilis"", ""start_span"": 87, ""end_span"": 104, ""type"": ""Organism/Species""}]"	train
Using genetic approaches, we showed that CodY functioned downstream of ClpC, leading to capsule activation both in Newman and in UAMS - 1.	Newman,115,121,Organism/Species	UAMS - 1,129,137,Organism/Species	"[{""token"": ""Newman"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Organism/Species""}, {""token"": ""UAMS - 1"", ""start_span"": 129, ""end_span"": 137, ""type"": ""Organism/Species""}]"	train
Thus, ClpC functions in two opposite pathways in capsule regulation in strain Newman but functions as a positive activator in strain UAMS - 1.	Newman,78,84,Organism/Species	UAMS - 1,133,141,Organism/Species	"[{""token"": ""Newman"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Organism/Species""}, {""token"": ""UAMS - 1"", ""start_span"": 133, ""end_span"": 141, ""type"": ""Organism/Species""}]"	train
Trichoderma brevicompactum produces trichodermin, a simple trichothecene - type toxin that shares the first steps of the sesquiterpene biosynthetic pathway with other phytotoxic trichothecenes from Fusarium spp.	Trichoderma brevicompactum,0,26,Organism/Species	Fusarium spp,198,210,Organism/Species	"[{""token"": ""Trichoderma brevicompactum"", ""start_span"": 0, ""end_span"": 26, ""type"": ""Organism/Species""}, {""token"": ""Fusarium spp"", ""start_span"": 198, ""end_span"": 210, ""type"": ""Organism/Species""}]"	train
Strains G203R - T ( expressing the dominant inactivating pga1 ( G203R) allele) and Deltapga1 ( deleted pga1) showed a delayed and asynchronic germination pattern, and a decrease in the percentage of germination, which occurred in only 70 - 80% of the total conidia.	Strains G203R - T,0,17,Organism/Species	Deltapga1,83,92,Organism/Species	"[{""token"": ""Strains G203R - T"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""Deltapga1"", ""start_span"": 83, ""end_span"": 92, ""type"": ""Organism/Species""}]"	train
An intA insertion - deletion mutant in E. faecium E1162 ( E1162DeltaintA) was constructed and in trans complemented with wild - type intA ( E1162DeltaintA:: pEF30).	E1162DeltaintA,58,72,Organism/Species	E1162DeltaintA,140,154,Organism/Species	"[{""token"": ""E1162DeltaintA"", ""start_span"": 58, ""end_span"": 72, ""type"": ""Organism/Species""}, {""token"": ""E1162DeltaintA"", ""start_span"": 140, ""end_span"": 154, ""type"": ""Organism/Species""}]"	train
Enterohemorrhagic Escherichia coli ( EHEC) is a food - borne pathogen that can cause severe health complications and utilizes a much lower infectious dose than other E. coli pathotypes.	Escherichia coli,18,34,Organism/Species	EHEC,37,41,Organism/Species	"[{""token"": ""Escherichia coli"", ""start_span"": 18, ""end_span"": 34, ""type"": ""Organism/Species""}, {""token"": ""EHEC"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Organism/Species""}]"	train
To determine whether expression patterns of segmentation genes found in Drosophila melanogaster can be scaled to pattern larger insects, we studied the expression of the Kruppel ( Kr) gene in the blowfly Lucilia sericata.	Drosophila melanogaster,72,95,Organism/Species	Lucilia sericata,204,220,Organism/Species	"[{""token"": ""Drosophila melanogaster"", ""start_span"": 72, ""end_span"": 95, ""type"": ""Organism/Species""}, {""token"": ""Lucilia sericata"", ""start_span"": 204, ""end_span"": 220, ""type"": ""Organism/Species""}]"	train
Unexpected coregulator range for the global regulator Lrp of Escherichia coli and Proteus mirabilis.	Escherichia coli,61,77,Organism/Species	Proteus mirabilis,82,99,Organism/Species	"[{""token"": ""Escherichia coli"", ""start_span"": 61, ""end_span"": 77, ""type"": ""Organism/Species""}, {""token"": ""Proteus mirabilis"", ""start_span"": 82, ""end_span"": 99, ""type"": ""Organism/Species""}]"	train
Developmental plasticity of immune defence in two life - history ecotypes of the garter snake, Thamnophis elegans - a common - environment experiment.	garter snake,81,93,Organism/Species	Thamnophis elegans,95,113,Organism/Species	"[{""token"": ""garter snake"", ""start_span"": 81, ""end_span"": 93, ""type"": ""Organism/Species""}, {""token"": ""Thamnophis elegans"", ""start_span"": 95, ""end_span"": 113, ""type"": ""Organism/Species""}]"	train
Replicate populations of two life - history ecotypes of the garter snake Thamnophis elegans provide an ideal system in which to test this assumption.	garter snake,60,72,Organism/Species	Thamnophis elegans,73,91,Organism/Species	"[{""token"": ""garter snake"", ""start_span"": 60, ""end_span"": 72, ""type"": ""Organism/Species""}, {""token"": ""Thamnophis elegans"", ""start_span"": 73, ""end_span"": 91, ""type"": ""Organism/Species""}]"	train
Spatio - temporal variation in territory quality and oxidative status: a natural experiment in the Seychelles warbler ( Acrocephalus sechellensis).	Seychelles warbler,99,117,Organism/Species	Acrocephalus sechellensis,120,145,Organism/Species	"[{""token"": ""Seychelles warbler"", ""start_span"": 99, ""end_span"": 117, ""type"": ""Organism/Species""}, {""token"": ""Acrocephalus sechellensis"", ""start_span"": 120, ""end_span"": 145, ""type"": ""Organism/Species""}]"	train
Here, we investigate the association between territory quality ( measured through food availability) and oxidative stress in the Seychelles warbler ( Acrocephalus sechellensis).	Seychelles warbler,129,147,Organism/Species	Acrocephalus sechellensis,150,175,Organism/Species	"[{""token"": ""Seychelles warbler"", ""start_span"": 129, ""end_span"": 147, ""type"": ""Organism/Species""}, {""token"": ""Acrocephalus sechellensis"", ""start_span"": 150, ""end_span"": 175, ""type"": ""Organism/Species""}]"	train
Both Arctic charr and brown trout reduced resting metabolic rate under simulated ice - cover ( darkness) in the laboratory, compared to no ice ( 6 - h daylight).	Arctic charr,5,17,Organism/Species	brown trout,22,33,Organism/Species	"[{""token"": ""Arctic charr"", ""start_span"": 5, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""brown trout"", ""start_span"": 22, ""end_span"": 33, ""type"": ""Organism/Species""}]"	train
We were not able to detect any effect of ice - cover on brown trout biomass in lakes where brown trout was the only fish species.	brown trout,56,67,Organism/Species	brown trout,91,102,Organism/Species	"[{""token"": ""brown trout"", ""start_span"": 56, ""end_span"": 67, ""type"": ""Organism/Species""}, {""token"": ""brown trout"", ""start_span"": 91, ""end_span"": 102, ""type"": ""Organism/Species""}]"	train
Analysis of expressed sequence tags from Maize mosaic rhabdovirus - infected gut tissues of Peregrinus maidis reveals the presence of key components of insect innate immunity.	Maize mosaic rhabdovirus,41,65,Organism/Species	Peregrinus maidis,92,109,Organism/Species	"[{""token"": ""Maize mosaic rhabdovirus"", ""start_span"": 41, ""end_span"": 65, ""type"": ""Organism/Species""}, {""token"": ""Peregrinus maidis"", ""start_span"": 92, ""end_span"": 109, ""type"": ""Organism/Species""}]"	train
The corn planthopper, Peregrinus maidis, causes direct feeding damage to plants and transmits Maize mosaic rhabdovirus ( MMV) in a persistent - propagative manner.	corn planthopper,4,20,Organism/Species	Peregrinus maidis,22,39,Organism/Species	"[{""token"": ""corn planthopper"", ""start_span"": 4, ""end_span"": 20, ""type"": ""Organism/Species""}, {""token"": ""Peregrinus maidis"", ""start_span"": 22, ""end_span"": 39, ""type"": ""Organism/Species""}]"	train
Comparison of P. maidis ESTs with other insect amino acid sequences revealed that P. maidis shares greatest sequence similarity with another hemipteran, the brown planthopper Nilaparvata lugens.	brown planthopper,157,174,Organism/Species	Nilaparvata lugens,175,193,Organism/Species	"[{""token"": ""brown planthopper"", ""start_span"": 157, ""end_span"": 174, ""type"": ""Organism/Species""}, {""token"": ""Nilaparvata lugens"", ""start_span"": 175, ""end_span"": 193, ""type"": ""Organism/Species""}]"	train
We identified genes of these subfamilies expressed by the lepidopterans Trichoplusia ni and Bombyx mori.	Trichoplusia ni,72,87,Organism/Species	Bombyx mori,92,103,Organism/Species	"[{""token"": ""Trichoplusia ni"", ""start_span"": 72, ""end_span"": 87, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 92, ""end_span"": 103, ""type"": ""Organism/Species""}]"	train
We studied the physiology of Song Wrens ( Cyphorhinus phaeocephalus) across their geographical range on the isthmus of Panama, an area characterized by a strong rainfall gradient.	Song Wrens,29,39,Organism/Species	Cyphorhinus phaeocephalus,42,67,Organism/Species	"[{""token"": ""Song Wrens"", ""start_span"": 29, ""end_span"": 39, ""type"": ""Organism/Species""}, {""token"": ""Cyphorhinus phaeocephalus"", ""start_span"": 42, ""end_span"": 67, ""type"": ""Organism/Species""}]"	train
New insights into the mechanism of light modulated signaling by heterotrimeric G - proteins: ENVOY acts on gna1 and gna3 and adjusts cAMP levels in Trichoderma reesei ( Hypocrea jecorina).	Trichoderma reesei,148,166,Organism/Species	Hypocrea jecorina,169,186,Organism/Species	"[{""token"": ""Trichoderma reesei"", ""start_span"": 148, ""end_span"": 166, ""type"": ""Organism/Species""}, {""token"": ""Hypocrea jecorina"", ""start_span"": 169, ""end_span"": 186, ""type"": ""Organism/Species""}]"	train
In Trichoderma reesei ( Hypocrea jecorina) the signals transmitted via the G - protein alpha subunits GNA1 and GNA3 cause considerable modulation of cellulase transcript levels and the extent of this adjustment is dependent on the light status.	Trichoderma reesei,3,21,Organism/Species	Hypocrea jecorina,24,41,Organism/Species	"[{""token"": ""Trichoderma reesei"", ""start_span"": 3, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""Hypocrea jecorina"", ""start_span"": 24, ""end_span"": 41, ""type"": ""Organism/Species""}]"	train
The effect of competition from neighbours on stomatal conductance in lettuce and tomato plants.	lettuce,69,76,Organism/Species	tomato,81,87,Organism/Species	"[{""token"": ""lettuce"", ""start_span"": 69, ""end_span"": 76, ""type"": ""Organism/Species""}, {""token"": ""tomato"", ""start_span"": 81, ""end_span"": 87, ""type"": ""Organism/Species""}]"	train
Sparrowhawk attack rate showed a quadratic relationship with flock size and peaked at 55 redshanks.	Sparrowhawk,0,11,Organism/Species	redshanks,89,98,Organism/Species	"[{""token"": ""Sparrowhawk"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Organism/Species""}, {""token"": ""redshanks"", ""start_span"": 89, ""end_span"": 98, ""type"": ""Organism/Species""}]"	train
We studied the impact of two ant species common in Central Europe, Myrmica rubra and Lasius niger, on an arthropod community.	Myrmica rubra,67,80,Organism/Species	Lasius niger,85,97,Organism/Species	"[{""token"": ""Myrmica rubra"", ""start_span"": 67, ""end_span"": 80, ""type"": ""Organism/Species""}, {""token"": ""Lasius niger"", ""start_span"": 85, ""end_span"": 97, ""type"": ""Organism/Species""}]"	train
We tested why thrushes Turdus spp. are extremely rarely parasitized by common cuckoos Cuculus canorus despite breeding commonly in sympatry and building the most conspicuous nests among forest - breeding passerines.	common cuckoos,71,85,Organism/Species	Cuculus canorus,86,101,Organism/Species	"[{""token"": ""common cuckoos"", ""start_span"": 71, ""end_span"": 85, ""type"": ""Organism/Species""}, {""token"": ""Cuculus canorus"", ""start_span"": 86, ""end_span"": 101, ""type"": ""Organism/Species""}]"	train
Pterin - based ornamental coloration predicts yolk antioxidant levels in female striped plateau lizards ( Sceloporus virgatus).	striped plateau lizards,80,103,Organism/Species	Sceloporus virgatus,106,125,Organism/Species	"[{""token"": ""striped plateau lizards"", ""start_span"": 80, ""end_span"": 103, ""type"": ""Organism/Species""}, {""token"": ""Sceloporus virgatus"", ""start_span"": 106, ""end_span"": 125, ""type"": ""Organism/Species""}]"	train
Female striped plateau lizards ( Sceloporus virgatus) develop pterin - based orange colour patches during the reproductive season that influence male behaviour and that are positively associated with the phenotypic quality of the female and her offspring.	striped plateau lizards,7,30,Organism/Species	Sceloporus virgatus,33,52,Organism/Species	"[{""token"": ""striped plateau lizards"", ""start_span"": 7, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""Sceloporus virgatus"", ""start_span"": 33, ""end_span"": 52, ""type"": ""Organism/Species""}]"	train
The findings were presented to a working group for pneumococcal cluster guidelines and used to develop key recommendations on the management of clusters that supported prompt use of amoxicillin or azithromycin chemoprophylaxis, pneumococcal vaccination for close contacts, and implementation of infection control measures.	pneumococcal,51,63,Organism/Species	pneumococcal,228,240,Organism/Species	"[{""token"": ""pneumococcal"", ""start_span"": 51, ""end_span"": 63, ""type"": ""Organism/Species""}, {""token"": ""pneumococcal"", ""start_span"": 228, ""end_span"": 240, ""type"": ""Organism/Species""}]"	train
The clown anemonefish, Amphiprion percula, forms simple societies that live in close association with sea anemones, Heteractis magnifica.	Amphiprion percula,23,41,Organism/Species	Heteractis magnifica,116,136,Organism/Species	"[{""token"": ""Amphiprion percula"", ""start_span"": 23, ""end_span"": 41, ""type"": ""Organism/Species""}, {""token"": ""Heteractis magnifica"", ""start_span"": 116, ""end_span"": 136, ""type"": ""Organism/Species""}]"	train
The recent discovery of same - sex mating in the human fungal pathogen Cryptococcus neoformans and the revelation of its impact on the Cryptococcus global population structure provide a platform to elucidate the molecular mechanisms and significance of unisexual mating.	human,49,54,Organism/Species	Cryptococcus neoformans,71,94,Organism/Species	"[{""token"": ""human"", ""start_span"": 49, ""end_span"": 54, ""type"": ""Organism/Species""}, {""token"": ""Cryptococcus neoformans"", ""start_span"": 71, ""end_span"": 94, ""type"": ""Organism/Species""}]"	train
To examine how the isolation of a food web affects its structure, we construct local food webs of specialist herbivores and their natural enemies on 82 individual oaks ( Quercus robur) growing in different landscape contexts.	oaks,163,167,Organism/Species	Quercus robur,170,183,Organism/Species	"[{""token"": ""oaks"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Organism/Species""}, {""token"": ""Quercus robur"", ""start_span"": 170, ""end_span"": 183, ""type"": ""Organism/Species""}]"	train
Comparative immunofluorescence and ultrastructural analysis of microtubule organization in Uronema sp., Klebsormidium flaccidum, K. subtilissimum, Stichococcus bacillaris and S. chloranthus ( Chlorophyta).	Klebsormidium flaccidum,104,127,Organism/Species	Stichococcus bacillaris,147,170,Organism/Species	"[{""token"": ""Klebsormidium flaccidum"", ""start_span"": 104, ""end_span"": 127, ""type"": ""Organism/Species""}, {""token"": ""Stichococcus bacillaris"", ""start_span"": 147, ""end_span"": 170, ""type"": ""Organism/Species""}]"	train
A detailed comparative examination of microtubule ( MT) organization in interphase and dividing cells of Uronema sp., Klebsormidium flaccidum, K. subtilissimum, Stichococcus bacillaris and S. chloranthus was made using tubulin immunofluorescence and transmission electron microscopy ( TEM).	Klebsormidium flaccidum,118,141,Organism/Species	Stichococcus bacillaris,161,184,Organism/Species	"[{""token"": ""Klebsormidium flaccidum"", ""start_span"": 118, ""end_span"": 141, ""type"": ""Organism/Species""}, {""token"": ""Stichococcus bacillaris"", ""start_span"": 161, ""end_span"": 184, ""type"": ""Organism/Species""}]"	train
By the 1980s, Florida panthers ( Puma concolor coryi) had been reduced to a small, inbred population that appeared to be on the brink of extinction.	Florida panthers,14,30,Organism/Species	Puma concolor coryi,33,52,Organism/Species	"[{""token"": ""Florida panthers"", ""start_span"": 14, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""Puma concolor coryi"", ""start_span"": 33, ""end_span"": 52, ""type"": ""Organism/Species""}]"	train
Analysis of 18 years of breeding data from a colony of the blue - footed booby Sula nebouxii ( Milne - Edwards) showed a delay in onset of breeding when the global Southern Oscillation Index was negative; each unit of the atmospheric pressure differential ( hPa) across the Pacific Ocean meant a delay of 7 days.	blue - footed booby,59,78,Organism/Species	Sula nebouxii,79,92,Organism/Species	"[{""token"": ""blue - footed booby"", ""start_span"": 59, ""end_span"": 78, ""type"": ""Organism/Species""}, {""token"": ""Sula nebouxii"", ""start_span"": 79, ""end_span"": 92, ""type"": ""Organism/Species""}]"	train
Agrobacterium tumefasciens - mediated transformation of the aquatic fungus Blastocladiella emersonii.	Agrobacterium tumefasciens,0,26,Organism/Species	Blastocladiella emersonii,75,100,Organism/Species	"[{""token"": ""Agrobacterium tumefasciens"", ""start_span"": 0, ""end_span"": 26, ""type"": ""Organism/Species""}, {""token"": ""Blastocladiella emersonii"", ""start_span"": 75, ""end_span"": 100, ""type"": ""Organism/Species""}]"	train
Genome - wide analysis of brain transcriptional changes in honey bee ( Apis mellifera L.) queens exposed to carbon dioxide and physical manipulation.	honey bee,59,68,Organism/Species	Apis mellifera,71,85,Organism/Species	"[{""token"": ""honey bee"", ""start_span"": 59, ""end_span"": 68, ""type"": ""Organism/Species""}, {""token"": ""Apis mellifera"", ""start_span"": 71, ""end_span"": 85, ""type"": ""Organism/Species""}]"	train
Comparisons with previous studies of honey bees and female Drosophila indicate that common molecular mechanisms may be responsible for regulating reproductive changes across different mating regimes and insect orders.	honey bees,37,47,Organism/Species	Drosophila,59,69,Organism/Species	"[{""token"": ""honey bees"", ""start_span"": 37, ""end_span"": 47, ""type"": ""Organism/Species""}, {""token"": ""Drosophila"", ""start_span"": 59, ""end_span"": 69, ""type"": ""Organism/Species""}]"	train
We used passive acoustic telemetry and stable isotope analysis to investigate whether specialization in movement and feeding patterns of American alligators ( Alligator mississippiensis) in an oligotrophic subtropical estuary created habitat linkages between marine and estuarine / freshwater food webs.	American alligators,137,156,Organism/Species	Alligator mississippiensis,159,185,Organism/Species	"[{""token"": ""American alligators"", ""start_span"": 137, ""end_span"": 156, ""type"": ""Organism/Species""}, {""token"": ""Alligator mississippiensis"", ""start_span"": 159, ""end_span"": 185, ""type"": ""Organism/Species""}]"	train
Here, we describe fitness consequences of three phenotypically plastic ARTs in the African striped mouse ( Rhabdomys pumilio) and show that relative fitness of ARTs differs between years.	African striped mouse,83,104,Organism/Species	Rhabdomys pumilio,107,124,Organism/Species	"[{""token"": ""African striped mouse"", ""start_span"": 83, ""end_span"": 104, ""type"": ""Organism/Species""}, {""token"": ""Rhabdomys pumilio"", ""start_span"": 107, ""end_span"": 124, ""type"": ""Organism/Species""}]"	train
The genus Strigomonas included former Crithidia oncopelti and Blastocrithidia culicis plus a new species.	Crithidia oncopelti,38,57,Organism/Species	Blastocrithidia culicis,62,85,Organism/Species	"[{""token"": ""Crithidia oncopelti"", ""start_span"": 38, ""end_span"": 57, ""type"": ""Organism/Species""}, {""token"": ""Blastocrithidia culicis"", ""start_span"": 62, ""end_span"": 85, ""type"": ""Organism/Species""}]"	train
We used a multiple - scale approach combining field observations, experimental infections and dynamic population modelling to investigate whether native Acanthocephalus galaxii acquisition by brown trout alters host - parasite dynamics in native roundhead galaxias.	brown trout,192,203,Organism/Species	roundhead galaxias,246,264,Organism/Species	"[{""token"": ""brown trout"", ""start_span"": 192, ""end_span"": 203, ""type"": ""Organism/Species""}, {""token"": ""roundhead galaxias"", ""start_span"": 246, ""end_span"": 264, ""type"": ""Organism/Species""}]"	train
Field observations demonstrated higher infection intensity in introduced trout than in native galaxias, but only small, immature A. galaxii were present in trout.	native galaxias,87,102,Organism/Species	trout,156,161,Organism/Species	"[{""token"": ""native galaxias"", ""start_span"": 87, ""end_span"": 102, ""type"": ""Organism/Species""}, {""token"": ""trout"", ""start_span"": 156, ""end_span"": 161, ""type"": ""Organism/Species""}]"	train
However, dynamic population modelling predicts that A. galaxii infections in native galaxias should at most only be slightly reduced by dilution in the presence of trout.	galaxias,84,92,Organism/Species	trout,164,169,Organism/Species	"[{""token"": ""galaxias"", ""start_span"": 84, ""end_span"": 92, ""type"": ""Organism/Species""}, {""token"": ""trout"", ""start_span"": 164, ""end_span"": 169, ""type"": ""Organism/Species""}]"	train
Causal involvement of mammalian - type cryptochrome in the circadian cuticle deposition rhythm in the bean bug Riptortus pedestris.	bean bug,102,110,Organism/Species	Riptortus pedestris,111,130,Organism/Species	"[{""token"": ""bean bug"", ""start_span"": 102, ""end_span"": 110, ""type"": ""Organism/Species""}, {""token"": ""Riptortus pedestris"", ""start_span"": 111, ""end_span"": 130, ""type"": ""Organism/Species""}]"	train
In the present study, we show that RNA interference ( RNAi) targeting of cry - m in the bean bug Riptortus pedestris disrupts the circadian clock governing the cuticle deposition rhythm and results in the generation of a single cuticle layer.	bean bug,88,96,Organism/Species	Riptortus pedestris,97,116,Organism/Species	"[{""token"": ""bean bug"", ""start_span"": 88, ""end_span"": 96, ""type"": ""Organism/Species""}, {""token"": ""Riptortus pedestris"", ""start_span"": 97, ""end_span"": 116, ""type"": ""Organism/Species""}]"	train
They show that increasing ice cover correlates with lower trout biomass when Arctic charr co - occur, but not in charr ' s absence.	Arctic charr,77,89,Organism/Species	charr ' s,113,122,Organism/Species	"[{""token"": ""Arctic charr"", ""start_span"": 77, ""end_span"": 89, ""type"": ""Organism/Species""}, {""token"": ""charr ' s"", ""start_span"": 113, ""end_span"": 122, ""type"": ""Organism/Species""}]"	train
We found that inland red foxes primarily subsisted on reindeer carrions during the low phase of a small rodent population cycle.	red foxes,21,30,Organism/Species	reindeer,54,62,Organism/Species	"[{""token"": ""red foxes"", ""start_span"": 21, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""reindeer"", ""start_span"": 54, ""end_span"": 62, ""type"": ""Organism/Species""}]"	train
Here, we examine the relationship between exploration behaviour - an axis of personality that appears to be important in animals generally - and a variety of dispersal processes over 6 years in a population of the great tit Parus major.	great tit,214,223,Organism/Species	Parus major,224,235,Organism/Species	"[{""token"": ""great tit"", ""start_span"": 214, ""end_span"": 223, ""type"": ""Organism/Species""}, {""token"": ""Parus major"", ""start_span"": 224, ""end_span"": 235, ""type"": ""Organism/Species""}]"	train
